short_ref,full_ref,ref_id,study_id,context_raw,action_goals,system_orientation,local_global,experimental_manipulation,manipulation_category,positive_future,appraisal_possible,appraisal_probable,appraisal_controllable,sample_hope_min,sample_hope_max,sample_hope_m,sample_hope_sd,notes,dv_measurement,dv_min,dv_max,dv_mean,dv_sd,eff_min,eff_max,eff_mean,eff_sd,pub_type,study_design,data_type,n,age_m,female_prop,sample_type,Western,educated,industrialised,rich,individualism,looseness,tight_loose_dichotomous,uncertainty_avoidance,power_distance,year,country,gini,coc,democracy_index,regime_type,intractable_conflict,r,hope_type,dv_type,action_type,alignment,hope_n,hope_m,hope_sd,control_n,control_m,control_sd
Arthurson (2021),"Arthurson, A. (2021). How are system-challenging and system-supporting collective action shaped by utopian thinking? [Unpublished honour thesis]. Flinders University, Adelaide.",38,S2,Collective action in support of gun rights,Individual rights and freedoms,System supporting,Local,,,,,,,1,7,4.5767,1.53817,gun rights supporters,scale,1,7,1.5347,1.03125,1,7,5.67,0.95,unpublished,experimental,correlational,202,44.89,45.5,panel,1,1,1,1,60,58,Tight cultures,40,48,2021,United States,0.397,70.61,7.85,Flawed democracy,0,-0.079,Hope for social change,intentions,Radical,Aligned,,,,,,
Arthurson (2021),"Arthurson, A. (2021). How are system-challenging and system-supporting collective action shaped by utopian thinking? [Unpublished honour thesis]. Flinders University, Adelaide.",38,S2,Collective action in support of gun rights,Individual rights and freedoms,System supporting,Local,"Participants self-identified as either a supporter of gun control or gun rights, and were then randomly assigned to either a utopian thinking or present thinking (control) condition. Utopian thinking participants were instructed to… ""Please think now about a positive future in which the debate about gun control in the US has been dealt with. The issue has been addressed in line with your wishes and American society has achieved a stable future in which the debate and laws covering the sale of firearms have been settled in favor of [greater restrictions / gun rights]. Imagine what this society would be like and try and imagine it as vividly as you can. Stay focused on this future, focusing on the positive aspects relating to the gun control situation.""",Utopian thinking task,1,,,,1,7,4.5767,1.53817,gun rights supporters,scale,1,7,1.5347,1.03125,1,7,5.67,0.95,unpublished,experimental,experimental,202,44.89,45.5,panel,1,1,1,1,60,58,Tight cultures,40,48,2021,United States,0.397,70.61,7.85,Flawed democracy,0,,Hope for social change,intentions,Radical,Aligned,104,1.43,1,98,1.65,1.06
Arthurson (2021),"Arthurson, A. (2021). How are system-challenging and system-supporting collective action shaped by utopian thinking? [Unpublished honour thesis]. Flinders University, Adelaide.",38,S2,Collective action in support of gun rights,Individual rights and freedoms,System supporting,Local,,,,,,,1,7,4.5767,1.53817,gun rights supporters,scale,1,7,3.5743,1.66621,1,7,5.67,0.95,unpublished,experimental,correlational,202,44.89,45.5,panel,1,1,1,1,60,58,Tight cultures,40,48,2021,United States,0.397,70.61,7.85,Flawed democracy,0,0.233,Hope for social change,intentions,Conventional,Aligned,,,,,,
Arthurson (2021),"Arthurson, A. (2021). How are system-challenging and system-supporting collective action shaped by utopian thinking? [Unpublished honour thesis]. Flinders University, Adelaide.",38,S2,Collective action in support of gun rights,Individual rights and freedoms,System supporting,Local,"Participants self-identified as either a supporter of gun control or gun rights, and were then randomly assigned to either a utopian thinking or present thinking (control) condition. Utopian thinking participants were instructed to… ""Please think now about a positive future in which the debate about gun control in the US has been dealt with. The issue has been addressed in line with your wishes and American society has achieved a stable future in which the debate and laws covering the sale of firearms have been settled in favor of [greater restrictions / gun rights]. Imagine what this society would be like and try and imagine it as vividly as you can. Stay focused on this future, focusing on the positive aspects relating to the gun control situation.""",Utopian thinking task,1,,,,1,7,4.5767,1.53817,gun rights supporters,scale,1,7,3.5743,1.66621,1,7,5.67,0.95,unpublished,experimental,experimental,202,44.89,45.5,panel,1,1,1,1,60,58,Tight cultures,40,48,2021,United States,0.397,70.61,7.85,Flawed democracy,0,,Hope for social change,intentions,Conventional,Aligned,104,3.56,1.65,98,3.59,1.69
Arthurson (2021),"Arthurson, A. (2021). How are system-challenging and system-supporting collective action shaped by utopian thinking? [Unpublished honour thesis]. Flinders University, Adelaide.",38,S1,Collective action in support of gun control,Individual rights and freedoms,System challenging,Local,,,,,,,1,7,4.1425,1.78365,gun control supporters - clicking link,dichotomous,0,1,7.772020725,,1,7,5.35,1.21,unpublished,experimental,correlational,193,38.63,40.9,panel,1,1,1,1,60,58,Tight cultures,40,48,2021,United States,0.397,70.61,7.85,Flawed democracy,0,0.002,Hope for social change,behavioural measure,Conventional,Aligned,,,,,,
Arthurson (2021),"Arthurson, A. (2021). How are system-challenging and system-supporting collective action shaped by utopian thinking? [Unpublished honour thesis]. Flinders University, Adelaide.",38,S1,Collective action in support of gun control,Individual rights and freedoms,System challenging,Local,,,,,,,1,7,4.1425,1.78365,gun control supporters - contingency table converted to pearson r using esc package (control condition resulted in more clicks than exp condition for gun control supporters),dichotomous,0,1,7.772020725,,1,7,5.35,1.21,unpublished,experimental,correlational,193,38.63,40.9,panel,1,1,1,1,60,58,Tight cultures,40,48,2021,United States,0.397,70.61,7.85,Flawed democracy,0,-0.2034,Hope for social change,behavioural measure,Conventional,Aligned,,,,,,
Arthurson (2021),"Arthurson, A. (2021). How are system-challenging and system-supporting collective action shaped by utopian thinking? [Unpublished honour thesis]. Flinders University, Adelaide.",38,S1,Collective action in support of gun control,Individual rights and freedoms,System challenging,Local,,,,,,,1,7,4.1425,1.78365,gun control supporters ,scale,1,7,1.8368,1.17617,1,7,5.35,1.21,unpublished,experimental,correlational,193,38.63,40.9,panel,1,1,1,1,60,58,Tight cultures,40,48,2021,United States,0.397,70.61,7.85,Flawed democracy,0,0.038,Hope for social change,intentions,Radical,Aligned,,,,,,
Arthurson (2021),"Arthurson, A. (2021). How are system-challenging and system-supporting collective action shaped by utopian thinking? [Unpublished honour thesis]. Flinders University, Adelaide.",38,S1,Collective action in support of gun control,Individual rights and freedoms,System challenging,Local,"Participants self-identified as either a supporter of gun control or gun rights, and were then randomly assigned to either a utopian thinking or present thinking (control) condition. Utopian thinking participants were instructed to… ""Please think now about a positive future in which the debate about gun control in the US has been dealt with. The issue has been addressed in line with your wishes and American society has achieved a stable future in which the debate and laws covering the sale of firearms have been settled in favor of [greater restrictions / gun rights]. Imagine what this society would be like and try and imagine it as vividly as you can. Stay focused on this future, focusing on the positive aspects relating to the gun control situation.""",Utopian thinking task,1,,,,1,7,4.1425,1.78365,gun control supporters,scale,1,7,1.8368,1.17617,1,7,5.35,1.21,unpublished,experimental,experimental,193,38.63,40.9,panel,1,1,1,1,60,58,Tight cultures,40,48,2021,United States,0.397,70.61,7.85,Flawed democracy,0,,Hope for social change,intentions,Radical,Aligned,92,1.91,1.2,101,1.77,1.15
Arthurson (2021),"Arthurson, A. (2021). How are system-challenging and system-supporting collective action shaped by utopian thinking? [Unpublished honour thesis]. Flinders University, Adelaide.",38,S1,Collective action in support of gun control,Individual rights and freedoms,System challenging,Local,,,,,,,1,7,4.1425,1.78365,gun control supporters,scale,1,7,3.9575,1.46175,1,7,5.35,1.21,unpublished,experimental,correlational,193,38.63,40.9,panel,1,1,1,1,60,58,Tight cultures,40,48,2021,United States,0.397,70.61,7.85,Flawed democracy,0,0.213,Hope for social change,intentions,Conventional,Aligned,,,,,,
Arthurson (2021),"Arthurson, A. (2021). How are system-challenging and system-supporting collective action shaped by utopian thinking? [Unpublished honour thesis]. Flinders University, Adelaide.",38,S1,Collective action in support of gun control,Individual rights and freedoms,System challenging,Local,"Participants self-identified as either a supporter of gun control or gun rights, and were then randomly assigned to either a utopian thinking or present thinking (control) condition. Utopian thinking participants were instructed to… ""Please think now about a positive future in which the debate about gun control in the US has been dealt with. The issue has been addressed in line with your wishes and American society has achieved a stable future in which the debate and laws covering the sale of firearms have been settled in favor of [greater restrictions / gun rights]. Imagine what this society would be like and try and imagine it as vividly as you can. Stay focused on this future, focusing on the positive aspects relating to the gun control situation.""",Utopian thinking task,1,,,,1,7,4.1425,1.78365,gun control supporters,scale,1,7,3.9575,1.46175,1,7,5.35,1.21,unpublished,experimental,experimental,193,38.63,40.9,panel,1,1,1,1,60,58,Tight cultures,40,48,2021,United States,0.397,70.61,7.85,Flawed democracy,0,,Hope for social change,intentions,Conventional,Aligned,92,3.93,1.4,101,3.99,1.52
Williams (2020),"Williams, P. ""I have a dream"": The role of mental contrasting and future-thinking valence in promoting collective action for climate justice. [Unpublished honour thesis]. Flinders University, Adelaide.",39,S1,Climate change mitigation,Environmental protection,System challenging,Global,,,,,,,1,7,3.87,1.732,,scale,1,7,4.1694,1.56088,,,,,unpublished,experimental,correlational,258,38.35,41.1,panel,1,1,1,1,60,58,Tight cultures,40,48,2020,United States,0.4,71.58,7.92,Flawed democracy,0,-0.06,Hope for social change,intentions,Conventional,Aligned,,,,,,
Williams (2020),"Williams, P. ""I have a dream"": The role of mental contrasting and future-thinking valence in promoting collective action for climate justice. [Unpublished honour thesis]. Flinders University, Adelaide.",39,S1,Climate change mitigation,Environmental protection,System challenging,Global,"An experimental 2 (mental contrasting: present or absent) x 2 (future valence: positive or negative) between-subjects design was adopted. In the positive mental contrasting present (future to present) condition, participants were instructed to first “think about a positive future, where humanity has effectively stopped climate change…keep focused on the positive aspects of this future”. Supplementary to the instructions, participants viewed an image depicting a brighter climate future. Following this thinking task, participants were asked to “think about the present state of affairs, where climate change is a genuine problem…keep focused on the present reality”. Participants in the positive mental contrasting absent (present to future) condition completed the same tasks; however, they were presented in the reverse order (that is, they imagined the present first and then the future). Conversely, participants in the negative mental contrasting present (future to present) condition were invited to first “think about a negative future, where humanity has failed to effectively stop climate change…keep focused on only the negative aspects of this future”. Supplementary to the instructions, participants viewed an image depicting a bleak climate future. Following this thinking task, participants were asked to “think about the present state of affairs, where climate change is a genuine problem…keep focused on the present reality”. Participants in the negative mental contrasting absent (present to future) condition completed the same tasks, but in the reverse order.",Utopian thinking task,1,,,,1,7,3.87,1.732,,scale,1,7,4.1694,1.56088,,,,,unpublished,experimental,experimental,112,38.35,41.1,panel,1,1,1,1,60,58,Tight cultures,40,48,2020,United States,0.4,71.58,7.92,Flawed democracy,0,,Hope for social change,intentions,Conventional,Aligned,53,4.19,1.48,59,3.8,1.73
Williams (2020),"Williams, P. ""I have a dream"": The role of mental contrasting and future-thinking valence in promoting collective action for climate justice. [Unpublished honour thesis]. Flinders University, Adelaide.",39,S1,Climate change mitigation,Environmental protection,System challenging,Global,,,,,,,1,7,3.87,1.732,,scale,1,7,2.5853,1.56088,,,,,unpublished,experimental,correlational,258,38.35,41.1,panel,1,1,1,1,60,58,Tight cultures,40,48,2020,United States,0.4,71.58,7.92,Flawed democracy,0,-0.079,Hope for social change,intentions,Radical,Aligned,,,,,,
Williams (2020),"Williams, P. ""I have a dream"": The role of mental contrasting and future-thinking valence in promoting collective action for climate justice. [Unpublished honour thesis]. Flinders University, Adelaide.",39,S1,Climate change mitigation,Environmental protection,System challenging,Global,"An experimental 2 (mental contrasting: present or absent) x 2 (future valence: positive or negative) between-subjects design was adopted. In the positive mental contrasting present (future to present) condition, participants were instructed to first “think about a positive future, where humanity has effectively stopped climate change…keep focused on the positive aspects of this future”. Supplementary to the instructions, participants viewed an image depicting a brighter climate future. Following this thinking task, participants were asked to “think about the present state of affairs, where climate change is a genuine problem…keep focused on the present reality”. Participants in the positive mental contrasting absent (present to future) condition completed the same tasks; however, they were presented in the reverse order (that is, they imagined the present first and then the future). Conversely, participants in the negative mental contrasting present (future to present) condition were invited to first “think about a negative future, where humanity has failed to effectively stop climate change…keep focused on only the negative aspects of this future”. Supplementary to the instructions, participants viewed an image depicting a bleak climate future. Following this thinking task, participants were asked to “think about the present state of affairs, where climate change is a genuine problem…keep focused on the present reality”. Participants in the negative mental contrasting absent (present to future) condition completed the same tasks, but in the reverse order.",Utopian thinking task,1,,,,1,7,3.87,1.732,,scale,1,7,2.5853,1.56088,,,,,unpublished,experimental,experimental,112,38.35,41.1,panel,1,1,1,1,60,58,Tight cultures,40,48,2020,United States,0.4,71.58,7.92,Flawed democracy,0,,Hope for social change,intentions,Radical,Aligned,53,2.69,1.43,59,2.45,1.39
